"TITLE","AUTHORS","SUBJECT","DESCRIPTION","PUBLISHER","AVAILABILITY","RESEARCH_ORG","SPONSORING_ORG","CONTRIBUTING_ORG","PUBLICATION_COUNTRY","PUBLICATION_DATE","LANGUAGE","RESOURCE_TYPE","TYPE_QUALIFIER","RELATION","COVERAGE","FORMAT","IDENTIFIER","REPORT_NUMBER","DOE_CONTRACT_NUMBER","OTHER_IDENTIFIER","DOI","RIGHTS","ENTRY_DATE","OSTI_IDENTIFIER","CITATION_URL","PURL_URL","JOURNAL_NAME","JOURNAL_ISSUE","JOURNAL_VOLUME"
"Thermal anomalies in Lanzarote (Canary Islands)","Arana, V; Ortiz, R; Yuguero, J","15 GEOTHERMAL ENERGY; SPAIN; GEOTHERMAL RESOURCES; FRACTURES; FUMAROLES; GEOLOGIC FISSURES; GEOTHERMAL GRADIENTS; HEAT TRANSFER; TECTONICS; TEMPERATURE MEASUREMENT; THERMAL WATERS; THERMOMETERS; VOLCANOES; ENERGY TRANSFER; EUROPE; FAILURES; GEOLOGIC STRUCTURES; MEASURING INSTRUMENTS; RESOURCES; TEMPERATURE GRADIENTS; 150202* - Geology & Hydrology of Geothermal Systems- Non-USA- (-1989)","","","","Dept. Thermology","","","United States","1973-06-01T00:00:00Z","English","Journal Article","","Journal Name: Geothermics; (United States); Journal Volume: 2:2; Journal Issue: 2","","Medium: X; Size: Pages: 73-5","","","","Journal ID: CODEN: GTMCA","10.1016/0375-6505(73)90006-0","","2016-04-27T00:00:00Z","5216861","https://www.osti.gov/biblio/5216861","","Geothermics; (United States)","2","2:2"
"Vessel for collecting subsurface water samples from geothermal drillholes","Klyen, L E","15 GEOTHERMAL ENERGY; THERMAL WATERS; CONTAINERS; SAMPLING; BOREHOLES; DESIGN; GASES; CAVITIES; FLUIDS; 150300* - Geothermal Exploration & Exploration Technology","","","","Chem. Div., DSIR, Wairakei, New Zealand","","","United States","1973-06-01T00:00:00Z","English","Journal Article","","Journal Name: Geothermics; (United States); Journal Volume: 2:2","","Medium: X; Size: Pages: 57-60","","","","Journal ID: CODEN: GTMCA","10.1016/0375-6505(73)90003-5","","2016-05-06T00:00:00Z","5216518","https://www.osti.gov/biblio/5216518","","Geothermics; (United States)","","2:2"
"Exciting prospects ahead for geothermal","Ritter, W W","15 GEOTHERMAL ENERGY; GEOTHERMAL ENERGY; POWER POTENTIAL; GEOTHERMAL POWER PLANTS; COST; OPERATION; GEYSERS GEOTHERMAL FIELD; USA; GEOTHERMAL RESOURCES; GEOTHERMAL EXPLORATION; GEOTHERMAL FIELDS; HOT-DRY-ROCK SYSTEMS; RESEARCH PROGRAMS; ENERGY; ENERGY SOURCES; EXPLORATION; GEOTHERMAL SYSTEMS; NORTH AMERICA; POWER PLANTS; RENEWABLE ENERGY SOURCES; RESOURCES; THERMAL POWER PLANTS; 150101* - Geothermal Energy- Resources & Availability- USA- (-1989); 150801 - Geothermal Power Plants- Design & Operation","","","","George Mason Univ., Fairfax, VA","","","United States","1973-05-15T00:00:00Z","English","Journal Article","","Journal Name: Electr. World; (United States)","","Medium: X; Size: Pages: 44-5","","","","Journal ID: CODEN: ELWOA","","","2009-12-16T00:00:00Z","5199015","https://www.osti.gov/biblio/5199015","","Electr. World; (United States)","",""
"Fumarole with periodic water fountaining, Volcan Alcedo, Galapagos Islands","Nordlie, B E; Colony, W E","15 GEOTHERMAL ENERGY; ECUADOR; FUMAROLES; GEOLOGIC DEPOSITS; GEOLOGY; GEYSERS; HYDROLOGY; VOLCANOES; SOUTH AMERICA; 150202* - Geology & Hydrology of Geothermal Systems- Non-USA- (-1989)","","","","Arizona Univ., Tucson. Dept. of Geosciences","","","United States","1973-05-01T00:00:00Z","English","Journal Article","","Journal Name: Geol. Soc. Am., Bull.; (United States); Journal Volume: 84:5","","Medium: X; Size: Pages: 1709-19","","","","Journal ID: CODEN: BUGMA","10.1130/0016-7606(1973)84<1709:FWPWFV>2.0.CO;2","","2016-04-15T00:00:00Z","5036669","https://www.osti.gov/biblio/5036669","","Geol. Soc. Am., Bull.; (United States)","","84:5"
"Characteristics of geothermal resources","White, D E","15 GEOTHERMAL ENERGY; GEOTHERMAL RESOURCES; CONVECTION; EARTH CRUST; GEOTHERMAL GRADIENTS; HEAT TRANSFER; HOT-DRY-ROCK SYSTEMS; HOT-WATER SYSTEMS; THERMAL CONDUCTION; VAPOR-DOMINATED SYSTEMS; ENERGY TRANSFER; GEOTHERMAL SYSTEMS; HYDROTHERMAL SYSTEMS; RESOURCES; TEMPERATURE GRADIENTS; 150100* - Geothermal Energy- Resources & Availability","","","","US Geological Survey, Menlo Park, CA","","","United States","1973-04-01T00:00:00Z","English","Journal Article","","Journal Name: EOS, Trans., Am. Geophys. Union; Journal Volume: 54:4; Conference: 54. Annual Meeting of the American Geophysical Union, Washington, DC, 16-20 Apr 1973","","Medium: X; Size: Pages: 223-4","","","","Journal ID: CODEN: EOSTA","","","2009-12-16T00:00:00Z","5240185","https://www.osti.gov/biblio/5240185","","EOS, Trans., Am. Geophys. Union","","54:4"
"Future energy outlook","Pederson, J A","15 GEOTHERMAL ENERGY; ENERGY DEMAND; FORECASTING; ENERGY SUPPLIES; USA; GEOTHERMAL ENERGY; ECONOMICS; EXPLORATION; FOSSIL FUELS; GASBUGGY EVENT; MINERALS; NUCLEAR FUELS; CONTAINED EXPLOSIONS; ENERGY; ENERGY SOURCES; EXPLOSIONS; FUELS; NORTH AMERICA; NUCLEAR EXPLOSIONS; PLOWSHARE PROJECT; REACTOR MATERIALS; RENEWABLE ENERGY SOURCES; UNDERGROUND EXPLOSIONS; 150101* - Geothermal Energy- Resources & Availability- USA- (-1989)","","","","Colorado Sch. Mines, Mineral Economics Inst.; Amer. Assoc. Petrol. Geol.","","","United States","1973-04-01T00:00:00Z","English","Journal Article","","Journal Name: Q. Colo. Sch. Mines; (United States); Journal Volume: 68:2","","Medium: X","","","","Journal ID: CODEN: QCSMA","","","2009-12-16T00:00:00Z","5141471","https://www.osti.gov/biblio/5141471","","Q. Colo. Sch. Mines; (United States)","","68:2"
"Geothermal power: sleeping giant stirs, but will require years to waken fully","O'Keefe, W","15 GEOTHERMAL ENERGY; GEOTHERMAL ENERGY; EXPLOITATION; GEOTHERMAL POWER PLANTS; ELECTRIC POWER; ENERGY SOURCES; GEOTHERMAL RESOURCES; PLANNING; POWER GENERATION; ENERGY; POWER; POWER PLANTS; RENEWABLE ENERGY SOURCES; RESOURCES; THERMAL POWER PLANTS; 150100* - Geothermal Energy- Resources & Availability","","","","","","","United States","1973-04-01T00:00:00Z","English","Journal Article","","Journal Name: Power (N.Y.); (United States); Journal Volume: 117:4","","Medium: X; Size: Pages: 32-4","","","","Journal ID: CODEN: POWEA","","","2009-12-16T00:00:00Z","5140985","https://www.osti.gov/biblio/5140985","","Power (N.Y.); (United States)","","117:4"
"Geothermal heat in New Zealand","Cooke, W L","15 GEOTHERMAL ENERGY; GEOTHERMAL ENERGY; HEATING; GEOTHERMAL WELLS; WELL DRILLING; HEAT EXCHANGERS; CONTROL; HOT-WATER SYSTEMS; NEW ZEALAND; THERMAL WATERS; USES; VALVES; AUSTRALASIA; CONTROL EQUIPMENT; DRILLING; ENERGY; ENERGY SOURCES; EQUIPMENT; FLOW REGULATORS; GEOTHERMAL SYSTEMS; HYDROTHERMAL SYSTEMS; RENEWABLE ENERGY SOURCES; WELLS; 150901* - Geothermal Engineering- Drilling Technology & Well Hardware; 150802 - Geothermal Power Plants- Power Plant Systems & Components","","","","","","","United States","1973-04-01T00:00:00Z","English","Journal Article","","Journal Name: Heat. Vent. Eng. J. Air Cond.; Journal Volume: 46:549","","Medium: X; Size: Pages: 510-12","","","","Journal ID: CODEN: HVECA","","","2009-12-16T00:00:00Z","5147543","https://www.osti.gov/biblio/5147543","","Heat. Vent. Eng. J. Air Cond.","","46:549"
"Important to examine possibilities of unconventional energy sources","Pickering, W H","15 GEOTHERMAL ENERGY; ENERGY SOURCES; REVIEWS; GEOTHERMAL ENERGY; HYDROELECTRIC POWER; SOLAR ENERGY; TIDAL POWER; WIND POWER; DOCUMENT TYPES; ELECTRIC POWER; ENERGY; POWER; RENEWABLE ENERGY SOURCES; 150101* - Geothermal Energy- Resources & Availability- USA- (-1989)","","","","Calif. Inst. Tech., Jet Propulsion Lab.","","","United States","1973-04-01T00:00:00Z","English","Journal Article","","Journal Name: Aware; (United States); Journal Volume: 31; Conference: Research Conference of the Power Engineering Society of the IEEE, Dec 1972","","Medium: X; Size: Pages: 5-6","","","","Journal ID: CODEN: AWAEB","","","2009-12-16T00:00:00Z","5171066","https://www.osti.gov/biblio/5171066","","Aware; (United States)","","31"
"Bacterial origin of sulfuric acid in geothermal habitats","Mosser, J L; Mosser, A G; Brock, T D","15 GEOTHERMAL ENERGY; HOT SPRINGS; SULFURIC ACID; BACTERIA; GEOTHERMAL SYSTEMS; OXIDATION; SOILS; SOLFATARAS; SULFUR; THERMAL WATERS; WATER CHEMISTRY; CHEMICAL REACTIONS; ELEMENTS; FUMAROLES; HYDROGEN COMPOUNDS; INORGANIC ACIDS; MICROORGANISMS; NONMETALS; THERMAL SPRINGS; 150302* - Geothermal Exploration & Exploration Technology- Geochemical Techniques & Surveys","","","","Wisconsin Univ., Madison. Dept. of Bacteriology","","","United States","1973-03-30T00:00:00Z","English","Journal Article","","Journal Name: Science; (United States); Journal Volume: 179:4080","","Medium: X; Size: Pages: 1323-4","","","","Journal ID: CODEN: SCIEA","10.1126/science.179.4080.1323","","2016-05-05T00:00:00Z","5088499","https://www.osti.gov/biblio/5088499","","Science; (United States)","","179:4080"
"Technological 'breakthrough' promises to tap geothermal power cheaply. [Downhole heat exchanger]","Anon,","15 GEOTHERMAL ENERGY; GEOTHERMAL POWER PLANTS; DESIGN; HEAT EXCHANGERS; BRINES; CORROSION RESISTANCE; HEAT TRANSFER; STEAM; ENERGY TRANSFER; POWER PLANTS; THERMAL POWER PLANTS; 150801* - Geothermal Power Plants- Design & Operation","","","","","","","United States","1973-03-01T00:00:00Z","English","Journal Article","","Journal Name: Eng. Min. J.; Journal Volume: 174:3","","Medium: X; Size: Pages: 26","","","","Journal ID: CODEN: ENMJA","","","2009-12-16T00:00:00Z","5241570","https://www.osti.gov/biblio/5241570","","Eng. Min. J.","","174:3"
"Application of geothermal energy to the supply of electricity in rural areas","Cataldi, R; di Mario, P; Leardini, T","15 GEOTHERMAL ENERGY; GEOTHERMAL ENERGY; ELECTRIC POWER; GEOTHERMAL POWER PLANTS; POWER GENERATION; ECONOMICS; ELECTRIC GENERATORS; POWER POTENTIAL; RURAL AREAS; TURBOGENERATORS; USES; ENERGY; ENERGY SOURCES; POWER; POWER PLANTS; RENEWABLE ENERGY SOURCES; THERMAL POWER PLANTS; 150800* - Geothermal Power Plants; 150500 - Geothermal Energy- Economics, Industrial, & Business Aspects","","","","ENEL, Direzione Studi e Ricerche, Roma, Italy","","","United States","1973-03-01T00:00:00Z","English","Journal Article","","Journal Name: Geothermics; (United States); Journal Volume: 2:1","","Medium: X; Size: Pages: 3-16","","","","Journal ID: CODEN: GTMCA","10.1016/0375-6505(73)90029-1","","2016-05-02T00:00:00Z","5241620","https://www.osti.gov/biblio/5241620","","Geothermics; (United States)","","2:1"
"Heat flow in Poland and its relation to the geological structure","Majorowicz, J A","15 GEOTHERMAL ENERGY; POLAND; HEAT FLOW; BOREHOLES; GEOLOGY; GEOPHYSICAL SURVEYS; GEOTHERMAL GRADIENTS; MAPS; ROCKS; TECTONICS; TEMPERATURE MEASUREMENT; THERMAL CONDUCTIVITY; CAVITIES; EUROPE; PHYSICAL PROPERTIES; TEMPERATURE GRADIENTS; THERMODYNAMIC PROPERTIES; 150301* - Geothermal Exploration & Exploration Technology- Geophysical Techniques & Surveys","","","","Institute of Geology, Rakowiecka 4, Warsaw, Poland","","","United States","1973-03-01T00:00:00Z","English","Journal Article","","Journal Name: Geothermics; (United States); Journal Volume: 2:1","","Medium: X; Size: Pages: 24-28","","","","Journal ID: CODEN: GTMCA","10.1016/0375-6505(73)90031-X","","2016-04-13T00:00:00Z","5196702","https://www.osti.gov/biblio/5196702","","Geothermics; (United States)","","2:1"
"Heat flow in some regions of Siberia and the far eastern USSR","Moiseenko, U I; Duchkov, A D; Sokolova, L S","15 GEOTHERMAL ENERGY; USSR; HEAT FLOW; BOREHOLES; GEOPHYSICAL SURVEYS; GEOTHERMAL GRADIENTS; ROCKS; TEMPERATURE MEASUREMENT; THERMAL CONDUCTIVITY; CAVITIES; EUROPE; PHYSICAL PROPERTIES; TEMPERATURE GRADIENTS; THERMODYNAMIC PROPERTIES; 150301* - Geothermal Exploration & Exploration Technology- Geophysical Techniques & Surveys","","","","Institute of Geology and Geophysics, Academy of Sciences, Novosibirsk. USSR","","","United States","1973-03-01T00:00:00Z","English","Journal Article","","Journal Name: Geothermics; (United States); Journal Volume: 2:1; Conference: Symposium on the Earth Heat Flow, Moscow, 10-11 Aug 1971","","Medium: X; Size: Pages: 17-23","","","","Journal ID: CODEN: GTMCA","10.1016/0375-6505(73)90030-8","","2016-04-28T00:00:00Z","5196703","https://www.osti.gov/biblio/5196703","","Geothermics; (United States)","","2:1"
"Seismic noise in Lipari and Vulcano Islands, Southern Thyrrenian Sea, Italy","Luongo, G; (Osservatorio Vesuviano, 80056 Ercolano, Napoli, Italy); Rapolla, A","15 GEOTHERMAL ENERGY; ITALY; GEOTHERMAL SYSTEMS; SEISMIC NOISE; AMPLITUDES; FREQUENCY RANGE; FUMAROLES; HOT SPRINGS; ISLANDS; SEISMIC SURVEYS; EUROPE; GEOPHYSICAL SURVEYS; THERMAL SPRINGS; 150301* - Geothermal Exploration & Exploration Technology- Geophysical Techniques & Surveys","","","","Istituto di Geologia e Geofisica, Universita di Napoli, Italy","","","United States","1973-03-01T00:00:00Z","English","Journal Article","","Journal Name: Geothermics; (United States); Journal Volume: 2:1","","Medium: X; Size: Pages: 29-31","","","","Journal ID: CODEN: GTMCA","10.1016/0375-6505(73)90032-1","","2016-05-12T00:00:00Z","5138686","https://www.osti.gov/biblio/5138686","","Geothermics; (United States)","","2:1"
"Mineralogy and oxygen isotope geochemistry of the hydrothermally altered rocks of the Ohaki-Broadlands, New Zealand, geothermal area","Eslinger, E V; Savin, S M","15 GEOTHERMAL ENERGY; BROADLANDS GEOTHERMAL FIELD; GEOCHEMISTRY; MINERALOGY; OXYGEN ISOTOPES; ISOTOPE RATIO; ROCKS; HYDROTHERMAL ALTERATION; MINERALS; CHEMISTRY; GEOTHERMAL FIELDS; 150302* - Geothermal Exploration & Exploration Technology- Geochemical Techniques & Surveys; 150202 - Geology & Hydrology of Geothermal Systems- Non-USA- (-1989)","","","","Case Western Reserve Univ., Cleveland, Ohio, USA","","","United States","1973-03-01T00:00:00Z","English","Journal Article","","Journal Name: Am. J. Sci.; Journal Volume: 273","","Medium: X; Size: Pages: 240-67","","","","Journal ID: CODEN: AJSCA","10.2475/ajs.273.3.240","","2016-04-08T00:00:00Z","5146218","https://www.osti.gov/biblio/5146218","","Am. J. Sci.","","273"
"Thermal and mineral waters of nonmeteoric origin, California coast ranges","White, D E; Barnes, I; O'Neil, J R","15 GEOTHERMAL ENERGY; CALIFORNIA; HOT SPRINGS; THERMAL WATERS; CHEMICAL COMPOSITION; ABUNDANCE; MINERALS; STABLE ISOTOPES; ISOTOPES; NORTH AMERICA; THERMAL SPRINGS; USA; 150302* - Geothermal Exploration & Exploration Technology- Geochemical Techniques & Surveys","","","","Geological Survey, Menlo Park, Calif.","","","United States","1973-02-01T00:00:00Z","English","Journal Article","","Journal Name: Geol. Soc. Am., Bull.; Journal Volume: 84:2","","Medium: X; Size: Pages: 547-559","","","","Journal ID: CODEN: BUGMA","10.1130/0016-7606(1973)84<547:TAMWON>2.0.CO;2","","2016-04-11T00:00:00Z","5217817","https://www.osti.gov/biblio/5217817","","Geol. Soc. Am., Bull.","","84:2"
"Pressure prediction with flowline temperature gradients","Wilson, G J; Bush, R E","15 GEOTHERMAL ENERGY; WELL LOGGING; TEMPERATURE GRADIENTS; GEOPHYSICAL SURVEYS; PRESSURE MEASUREMENT; 150303* - Geothermal Exploration & Exploration Technology- Exploratory Drilling & Well Logging","","","","Continental Oil Co., Houston, TX","","","United States","1973-02-01T00:00:00Z","English","Journal Article","","Journal Name: J. Pet. Technol.; Journal Volume: 25","","Medium: X; Size: Pages: 135-42","","","","Journal ID: CODEN: JPTCA","10.2118/3848-PA","","2016-04-11T00:00:00Z","5214703","https://www.osti.gov/biblio/5214703","","J. Pet. Technol.","","25"
"Terrestrial heat flow determinations in the north central United States","Combs, J; Simmons, G","15 GEOTHERMAL ENERGY; USA; HEAT FLOW; EARTH MANTLE; GEOTHERMAL GRADIENTS; LITHOLOGY; THERMAL CONDUCTIVITY; NORTH AMERICA; PHYSICAL PROPERTIES; TEMPERATURE GRADIENTS; THERMODYNAMIC PROPERTIES; 150301* - Geothermal Exploration & Exploration Technology- Geophysical Techniques & Surveys","","","","Dept. Earth and Planetary Sciences, MIT, Cambridge, MA","","","United States","1973-01-10T00:00:00Z","English","Journal Article","","Journal Name: J. Geophys. Res.; (United States); Journal Volume: 78:2","","Medium: X; Size: Pages: 441-61","","","","Journal ID: CODEN: JGREA","10.1029/JB078i002p00441","","2016-04-11T00:00:00Z","5169493","https://www.osti.gov/biblio/5169493","","J. Geophys. Res.; (United States)","","78:2"
"Thermal conductivity of rocks, its measurement and role in heat flow investigation","Cermak, V","15 GEOTHERMAL ENERGY; ROCKS; THERMAL CONDUCTIVITY; CLAYS; HEAT FLOW; LIMESTONE; SANDSTONES; SILT; CARBONATE ROCKS; MINERALS; PHYSICAL PROPERTIES; RESERVOIR ROCK; SEDIMENTARY ROCKS; THERMODYNAMIC PROPERTIES; 152002* - Geothermal Data & Theory- Properties of Minerals & Rocks","","","","Geofy. Ustav, Cesk. Akad. Ved., Prague, Czech.","","","United States","1973-01-01T00:00:00Z","English","Journal Article","","Journal Name: Miner. Slovaca; (); Journal Volume: 5:4","","Medium: X; Size: Pages: 507-13","","","","","","","2009-12-16T00:00:00Z","5052359","https://www.osti.gov/biblio/5052359","","Miner. Slovaca; ()","","5:4"
"Regional aspects of the geothermal resource base in northwest Mexico and the southwest United States","Hermance, J F","15 GEOTHERMAL ENERGY; MEXICO; GEOPHYSICAL SURVEYS; GEOTHERMAL RESOURCES; USA; ELECTRICAL SURVEYS; ELECTROMAGNETIC SURVEYS; GEOLOGY; GRAVITY SURVEYS; MAGNETIC SURVEYS; SEISMIC SURVEYS; TECTONICS; NORTH AMERICA; RESOURCES; 150301* - Geothermal Exploration & Exploration Technology- Geophysical Techniques & Surveys","","","","","","","United States","1973-01-01T00:00:00Z","English","Journal Article","","Journal Name: Soc. Exploration Geophysicists, Annual International Meeting, Abstracts, Authors, Biographies; (); Journal Volume: 43","","Medium: X; Size: Pages: 40-41","","","","","","","2009-12-16T00:00:00Z","5056361","https://www.osti.gov/biblio/5056361","","Soc. Exploration Geophysicists, Annual International Meeting, Abstracts, Authors, Biographies; ()","","43"
"Comparative study of two resistivity techniques as applied in the delineation of a geothermal reservoir","Mazzella, A; Dey, A","15 GEOTHERMAL ENERGY; ELECTRICAL SURVEYS; COMPARATIVE EVALUATIONS; GEOTHERMAL SYSTEMS; ELECTRIC CONDUCTIVITY; GEOTHERMAL EXPLORATION; ELECTRICAL PROPERTIES; EXPLORATION; GEOPHYSICAL SURVEYS; PHYSICAL PROPERTIES; 150301* - Geothermal Exploration & Exploration Technology- Geophysical Techniques & Surveys","","","","","","","United States","1973-01-01T00:00:00Z","English","Journal Article","","Journal Name: Soc. Exploration Geophysicists, Annual International Meeting, Abstracts, Authors, Biographies; (); Journal Volume: 43","","Medium: X; Size: Pages: 41","","","","","","","2009-12-16T00:00:00Z","5056410","https://www.osti.gov/biblio/5056410","","Soc. Exploration Geophysicists, Annual International Meeting, Abstracts, Authors, Biographies; ()","","43"
"Microearthquakes and seismic ground noise mapping; conjunctive geothermal exploration tool","Bailey, J R","15 GEOTHERMAL ENERGY; GEOTHERMAL EXPLORATION; SEISMIC SURVEYS; GEOLOGY; GEOPHYSICAL SURVEYS; MAPS; MICROEARTHQUAKES; SEISMIC NOISE; SEISMOLOGY; USA; EARTHQUAKES; EXPLORATION; NORTH AMERICA; SEISMIC EVENTS; 150301* - Geothermal Exploration & Exploration Technology- Geophysical Techniques & Surveys","","","","","","","United States","1973-01-01T00:00:00Z","English","Journal Article","","Journal Name: Soc. Exploration Geophysicists, Annual International Meeting, Abstracts, Authors, Biographies; (); Journal Volume: 43","","Medium: X; Size: Pages: 43","","","","","","","2009-12-16T00:00:00Z","5056414","https://www.osti.gov/biblio/5056414","","Soc. Exploration Geophysicists, Annual International Meeting, Abstracts, Authors, Biographies; ()","","43"
"Assessment of geothermal exploration technology","Banwell, J; Meidav, T; Tonani, F","15 GEOTHERMAL ENERGY; GEOCHEMICAL SURVEYS; MEASURING METHODS; GEOLOGICAL SURVEYS; GEOPHYSICAL SURVEYS; GEOTHERMAL EXPLORATION; COMPARATIVE EVALUATIONS; USES; EXPLORATION; 150300* - Geothermal Exploration & Exploration Technology","","","","","","","United States","1973-01-01T00:00:00Z","English","Journal Article","","Journal Name: Soc. Exploration Geophysicists, Annual International Meeting, Abstracts, Authors, Biographies; (); Journal Volume: 43","","Medium: X; Size: Pages: 43-4","","","","","","","2009-12-16T00:00:00Z","5056421","https://www.osti.gov/biblio/5056421","","Soc. Exploration Geophysicists, Annual International Meeting, Abstracts, Authors, Biographies; ()","","43"
"Geothermal sources and distribution of mercury in Hawaii","Siegel, S M; Siegel, B Z; Eshleman, A M; Bachmann, K","15 GEOTHERMAL ENERGY; LAVA; CHEMICAL COMPOSITION; MERCURY; ABUNDANCE; DISTRIBUTION; ENVIRONMENT; GEOTHERMAL RESOURCES; HAWAII; SEDIMENTS; VOLCANISM; ELEMENTS; IGNEOUS ROCKS; METALS; NORTH AMERICA; RESOURCES; ROCKS; USA; VOLCANIC ROCKS; WESTERN REGION; 150600* - Geothermal Energy- Environmental Aspects","","","","Univ. Hawaii, Honolulu, Hawaii","","","United States","1973-01-01T00:00:00Z","English","Journal Article","","Journal Name: Environ. Biol. Med.; (); Journal Volume: 2:2","","Medium: X; Size: Pages: 81-9","","","","","","","2009-12-16T00:00:00Z","5041883","https://www.osti.gov/biblio/5041883","","Environ. Biol. Med.; ()","","2:2"
